R,G,B,y
2,2,4,-1
96,161,229,-1
231,182,142,1
130,175,180,-1
141,182,184,-1
2,8,8,-1
147,96,79,1
173,118,115,1
97,136,133,-1
226,157,126,1
255,253,255,-1
249,250,245,-1
96,143,137,-1
224,77,96,-1
122,170,172,-1
153,100,94,1
96,141,134,-1
152,89,97,-1
162,197,199,-1
122,170,172,-1
128,176,176,-1
128,168,170,-1
39,88,85,-1
161,106,103,1
25,71,69,-1
168,109,51,1
162,200,201,-1
137,181,182,-1
255,213,201,1
163,197,199,-1
255,195,158,1
45,57,57,-1
128,87,81,1
23,63,62,-1
132,177,180,-1
7,33,32,-1
162,197,199,-1
7,33,34,-1
22,56,55,-1
207,212,109,-1
142,184,183,-1
213,136,92,1
162,197,199,-1
255,87,112,-1
7,1,3,-1
21,55,54,-1
124,163,160,-1
161,196,200,-1
24,64,63,-1
120,178,182,-1
255,255,0,-1
237,185,174,1
132,176,179,-1
157,195,196,-1
126,145,115,-1
108,108,108,-1
215,156,124,1
231,183,169,1
203,149,115,1
4,20,20,-1
115,157,155,-1
112,162,163,-1
214,158,121,1
0,2,1,-1
247,68,90,-1
146,177,179,-1
217,94,149,-1
140,182,181,-1
137,168,170,-1
137,177,179,-1
99,82,74,-1
0,3,4,-1
137,89,49,1
136,172,170,-1
25,67,66,-1
14,32,32,-1
129,177,179,-1
161,195,197,-1
131,175,178,-1
229,169,145,1
26,38,36,-1
121,169,171,-1
209,141,104,1
25,67,65,-1
164,199,201,-1
112,161,165,-1
19,53,52,-1
135,170,172,-1
168,112,63,1
170,108,59,1
131,177,177,-1
119,169,170,-1
163,197,199,-1
180,124,67,1
127,177,178,-1
120,168,168,-1
162,200,201,-1
157,188,190,-1
131,176,179,-1
16,60,63,-1
0,1,2,-1
130,90,82,1
163,167,168,-1
30,79,76,-1
24,56,53,-1
163,201,202,-1
89,143,145,-1
123,164,160,-1
126,174,176,-1
253,253,251,-1
132,178,178,-1
53,103,102,-1
27,61,60,-1
127,70,53,1
125,80,75,1
251,182,143,1
125,169,168,-1
119,169,168,-1
140,140,148,-1
187,127,65,1
75,134,132,-1
222,149,98,1
189,127,66,1
122,163,155,-1
155,193,194,-1
107,157,156,-1
217,161,126,1
50,108,109,-1
4,16,98,-1
159,194,196,-1
103,153,152,-1
121,171,172,-1
163,198,200,-1
5,10,6,-1
61,85,87,-1
120,168,168,-1
128,172,171,-1
21,55,54,-1
222,170,131,1
0,128,255,-1
133,173,183,-1
254,214,206,1
106,137,0,-1
219,138,91,1
154,103,86,1
16,52,50,-1
164,101,47,1
153,99,52,1
61,119,120,-1
141,181,180,-1
18,48,46,-1
254,190,152,1
226,165,147,1
116,157,153,-1
98,137,170,-1
114,166,164,-1
118,124,120,-1
220,153,111,1
32,55,13,-1
107,160,150,-1
112,185,155,-1
65,101,117,-1
112,161,165,-1
40,62,60,-1
1,11,12,-1
225,169,134,1
146,15,29,-1
194,116,78,1
23,69,67,-1
5,33,34,-1
163,197,199,-1
241,207,170,1
0,128,255,-1
208,144,135,1
84,133,127,-1
131,179,181,-1
32,74,73,-1
153,106,52,1
3,25,23,-1
49,69,70,-1
92,141,138,-1
129,173,172,-1
135,179,180,-1
31,65,66,-1
227,162,144,1
209,46,73,-1
255,193,155,1
122,170,172,-1
81,130,124,-1
3,4,6,-1
254,190,152,1
192,126,92,1
137,178,180,-1
157,96,101,-1
88,142,144,-1
122,171,175,-1
30,71,67,-1
23,62,57,-1
93,142,139,-1
89,135,132,-1
137,0,32,-1
112,162,163,-1
134,178,181,-1
90,132,128,-1
112,161,165,-1
193,127,77,1
169,65,102,-1
252,189,148,1
62,169,73,-1
220,139,92,1
151,97,175,-1
22,57,53,-1
104,134,2,-1
152,100,61,1
0,14,15,-1
210,162,126,1
18,39,42,-1
41,59,59,-1
52,110,111,-1
84,140,141,-1
10,42,41,-1
132,178,178,-1
103,157,159,-1
125,161,161,-1
114,163,167,-1
94,146,144,-1
23,59,55,-1
45,59,60,-1
172,145,128,1
233,187,172,1
16,85,116,-1
209,151,113,1
136,176,175,-1
21,62,56,-1
136,180,181,-1
166,113,107,1
88,138,135,-1
108,97,111,-1
149,189,191,-1
126,126,126,-1
112,162,163,-1
23,64,60,-1
113,161,165,-1
50,84,85,-1
119,167,167,-1
167,201,202,-1
173,118,115,1
138,179,183,-1
126,89,73,1
30,54,38,-1
72,128,127,-1
229,160,129,1
221,148,97,1
145,189,190,-1
124,160,156,-1
32,91,135,-1
137,178,182,-1
5,15,24,-1
159,197,198,-1
23,67,66,-1
92,90,200,-1
88,138,137,-1
0,4,7,-1
33,79,77,-1
223,163,139,1
12,25,8,-1
145,193,193,-1
105,151,149,-1
56,56,56,-1
126,160,159,-1
46,64,16,-1
150,194,197,-1
31,40,39,-1
44,58,58,-1
92,145,149,-1
111,163,159,-1
255,192,157,1
27,75,75,-1
22,62,61,-1
170,200,202,-1
153,187,188,-1
112,160,164,-1
25,47,26,-1
206,138,99,1
56,72,71,-1
129,129,129,-1
16,58,56,-1
19,58,57,-1
151,99,52,1
113,159,157,-1
164,195,198,-1
122,170,172,-1
125,173,175,-1
77,132,129,-1
25,41,40,-1
130,175,178,-1
122,172,173,-1
156,194,195,-1
255,0,255,-1
212,158,120,1
49,107,108,-1
148,99,58,1
40,125,57,-1
156,105,58,1
147,186,185,-1
1,37,37,-1
116,134,134,-1
88,139,140,-1
26,65,64,-1
0,11,17,-1
191,116,84,1
31,69,70,-1
133,181,181,-1
32,51,23,-1
222,154,117,1
0,0,2,-1
90,139,136,-1
214,155,121,1
170,204,205,-1
134,178,181,-1
155,195,195,-1
66,86,17,-1
114,165,168,-1
142,184,183,-1
32,84,82,-1
100,135,129,-1
134,180,180,-1
113,158,161,-1
119,170,171,-1
25,71,69,-1
219,145,110,1
117,120,227,-1
126,174,176,-1
213,151,114,1
71,121,120,-1
162,200,201,-1
2,17,20,-1
172,117,61,1
189,126,57,1
137,178,180,-1
131,87,40,1
239,193,178,1
114,164,165,-1
126,174,176,-1
2,3,5,-1
0,4,2,-1
250,230,109,-1
59,115,116,-1
39,70,62,-1
155,193,194,-1
116,166,163,-1
24,68,67,-1
167,201,203,-1
55,113,114,-1
16,57,59,-1
125,134,131,-1
13,51,52,-1
124,169,172,-1
172,113,55,1
84,140,141,-1
131,84,76,1
101,146,143,-1
158,198,198,-1
223,223,223,-1
162,197,199,-1
134,180,180,-1
129,174,177,-1
214,156,110,1
184,118,83,1
177,118,60,1
222,153,122,1
208,135,84,1
255,255,255,-1
29,75,73,-1
60,118,119,-1
151,189,190,-1
113,163,164,-1
7,33,32,-1
0,17,15,-1
139,89,62,1
195,208,190,-1
252,212,202,1
120,170,171,-1
200,242,238,-1
0,3,1,-1
109,62,42,1
211,148,115,1
255,186,149,1
212,139,96,1
227,160,131,1
83,113,115,-1
223,149,100,1
222,158,122,1
225,151,102,1
1,40,39,-1
54,108,108,-1
127,171,172,-1
213,167,133,1
127,173,173,-1
125,170,173,-1
112,165,159,-1
129,174,177,-1
124,179,173,-1
14,50,48,-1
149,190,192,-1
1,1,1,-1
142,177,181,-1
134,179,182,-1
43,57,58,-1
226,183,167,1
160,195,197,-1
0,6,6,-1
162,200,201,-1
138,91,63,1
132,177,180,-1
237,190,172,1
163,197,199,-1
224,160,133,1
112,163,164,-1
24,60,58,-1
165,200,202,-1
7,3,4,-1
217,163,129,1
147,187,189,-1
155,90,98,-1
132,177,172,-1
131,175,178,-1
224,224,224,-1
251,208,199,1
235,180,80,-1
233,184,170,1
126,174,176,-1
48,61,33,-1
162,200,201,-1
160,198,199,-1
1,12,18,-1
89,131,127,-1
16,26,97,-1
57,73,72,-1
63,111,113,-1
113,161,163,-1
135,179,180,-1
19,50,44,-1
128,171,178,-1
152,96,47,1
112,162,163,-1
233,178,158,1
138,179,181,-1
93,139,137,-1
159,199,201,-1
95,139,138,-1
9,35,34,-1
134,178,181,-1
100,151,152,-1
2,16,19,-1
122,172,173,-1
95,151,152,-1
126,174,176,-1
136,178,177,-1
90,126,126,-1
87,122,126,-1
177,118,60,1
19,51,50,-1
84,113,111,-1
179,124,121,1
135,181,181,-1
235,189,174,1
168,111,58,1
128,0,255,-1
234,170,145,1
160,198,199,-1
109,114,108,-1
165,112,60,1
241,177,133,1
31,79,81,-1
252,188,150,1
164,198,200,-1
31,37,37,-1
114,163,167,-1
126,68,48,1
255,0,255,-1
252,249,244,-1
24,70,68,-1
131,166,162,-1
63,121,122,-1
88,140,138,-1
98,110,72,-1
32,34,31,-1
87,143,144,-1
137,183,183,-1
90,139,136,-1
227,162,134,1
89,139,138,-1
105,159,161,-1
192,137,142,1
132,183,186,-1
124,177,185,-1
110,152,148,-1
26,60,62,-1
2,3,5,-1
6,35,33,-1
154,184,186,-1
1,15,16,-1
230,184,168,1
2,7,13,-1
138,184,184,-1
210,151,119,1
152,100,50,1
127,175,177,-1
74,91,39,-1
136,181,187,-1
47,66,70,-1
54,74,25,-1
47,105,106,-1
222,156,121,1
21,55,54,-1
8,43,39,-1
80,165,38,-1
128,176,178,-1
126,174,176,-1
0,15,14,-1
88,130,128,-1
135,179,180,-1
33,79,77,-1
22,56,55,-1
253,216,208,1
0,0,0,-1
112,160,162,-1
134,178,179,-1
101,137,135,-1
168,202,204,-1
1,49,87,-1
216,94,155,-1
58,116,117,-1
4,22,22,-1
84,165,47,-1
4,38,37,-1
136,88,84,1
15,57,55,-1
126,174,176,-1
167,201,203,-1
0,193,0,-1
209,49,83,-1
132,176,179,-1
128,176,178,-1
231,231,239,-1
42,44,41,-1
24,69,66,-1
53,111,112,-1
4,11,17,-1
109,160,163,-1
1,13,11,-1
157,191,192,-1
31,87,88,-1
162,109,59,1
133,174,178,-1
131,175,178,-1
134,170,168,-1
119,168,173,-1
67,85,85,-1
94,143,140,-1
137,178,180,-1
135,179,180,-1
119,170,171,-1
136,87,44,1
144,183,188,-1
0,0,0,-1
122,170,170,-1
8,24,24,-1
249,185,147,1
211,162,122,1
223,144,101,1
89,145,146,-1
6,22,21,-1
0,1,0,-1
255,118,43,-1
123,179,176,-1
142,0,38,-1
209,214,112,-1
230,253,49,-1
157,105,55,1
22,57,53,-1
212,161,118,1
138,179,183,-1
154,106,60,1
213,155,117,1
134,178,181,-1
51,109,110,-1
146,186,188,-1
0,2,1,-1
9,35,34,-1
253,210,201,1
47,103,104,-1
162,200,201,-1
160,195,199,-1
217,145,107,1
83,137,137,-1
255,193,156,1
165,200,202,-1
31,161,117,-1
0,128,255,-1
141,93,45,1
41,61,62,-1
112,167,172,-1
125,173,173,-1
218,130,94,1
132,178,178,-1
255,148,0,-1
8,19,13,-1
131,131,131,-1
135,179,182,-1
6,16,17,-1
138,178,180,-1
120,168,168,-1
146,95,52,1
163,197,199,-1
254,190,152,1
247,244,237,-1
230,165,143,1
198,172,1,-1
221,187,150,1
127,172,175,-1
190,203,219,-1
163,198,200,-1
61,119,120,-1
169,188,186,-1
0,1,3,-1
143,187,188,-1
217,159,121,1
159,197,198,-1
138,91,47,1
160,195,197,-1
115,129,80,-1
221,177,140,1
10,24,27,-1
228,165,121,1
2,20,20,-1
125,171,168,-1
0,6,5,-1
163,198,200,-1
158,106,56,1
2,30,31,-1
113,157,160,-1
204,126,60,1
121,83,72,1
251,211,201,1
87,132,129,-1
11,15,16,-1
133,95,86,1
138,136,137,-1
157,195,196,-1
248,253,1,-1
151,100,96,1
122,172,173,-1
138,180,179,-1
1,15,18,-1
153,191,192,-1
116,115,120,-1
87,132,127,-1
123,162,157,-1
15,27,25,-1
92,133,129,-1
228,163,133,1
21,167,146,-1
0,0,4,-1
96,148,146,-1
20,68,68,-1
162,195,200,-1
185,119,58,1
228,176,139,1
198,203,100,-1
119,168,172,-1
213,161,122,1
89,67,103,-1
11,20,19,-1
225,147,109,1
23,59,55,-1
115,163,165,-1
214,148,116,1
255,209,106,-1
31,37,35,-1
128,168,167,-1
35,91,92,-1
23,58,54,-1
39,79,79,-1
70,120,119,-1
252,183,142,1
170,200,202,-1
33,79,76,-1
112,166,168,-1
86,140,140,-1
254,210,201,1
162,200,201,-1
255,255,255,-1
152,91,98,-1
39,93,95,-1
161,107,47,1
33,71,72,-1
202,203,205,-1
160,198,199,-1
125,173,175,-1
104,143,140,-1
167,201,203,-1
134,175,179,-1
18,58,58,-1
102,158,159,-1
162,197,199,-1
22,56,55,-1
128,176,178,-1
0,14,15,-1
124,163,158,-1
131,69,54,1
225,172,132,1
75,111,111,-1
247,182,142,1
86,140,140,-1
25,71,69,-1
117,72,30,1
141,179,182,-1
203,205,104,-1
216,153,120,1
84,142,144,-1
126,162,158,-1
21,63,62,-1
132,177,182,-1
168,115,111,1
249,249,247,-1
113,163,164,-1
120,170,171,-1
121,160,157,-1
157,195,196,-1
33,87,89,-1
145,96,53,1
89,138,134,-1
113,163,164,-1
119,167,169,-1
163,201,202,-1
132,178,178,-1
105,157,155,-1
163,197,199,-1
219,138,93,1
0,13,16,-1
138,183,186,-1
147,185,188,-1
3,7,8,-1
164,199,201,-1
159,199,199,-1
203,135,74,1
91,127,127,-1
255,255,255,-1
0,5,1,-1
134,182,184,-1
5,10,13,-1
126,176,177,-1
85,131,129,-1
18,30,26,-1
160,196,196,-1
0,3,4,-1
129,173,172,-1
173,0,9,-1
29,81,79,-1
124,175,176,-1
120,168,170,-1
114,162,164,-1
158,198,198,-1
41,64,22,-1
32,77,74,-1
228,162,136,1
23,67,66,-1
28,48,46,-1
218,214,215,-1
162,197,199,-1
14,50,50,-1
24,68,67,-1
125,171,171,-1
96,124,247,-1
41,55,56,-1
131,175,174,-1
25,71,69,-1
1,15,0,-1
187,130,119,1
251,211,201,1
2,14,12,-1
14,59,62,-1
0,180,0,-1
126,174,176,-1
152,95,42,1
123,171,173,-1
14,50,50,-1
207,234,243,-1
131,175,178,-1
84,138,140,-1
52,110,111,-1
255,255,5,-1
94,144,143,-1
135,180,183,-1
121,167,167,-1
179,123,100,1
14,48,47,-1
142,186,187,-1
135,179,180,-1
163,197,199,-1
190,121,82,1
50,106,105,-1
75,133,134,-1
231,170,149,1
216,135,90,1
141,94,52,1
22,62,62,-1
118,169,170,-1
15,53,54,-1
239,174,152,1
39,68,14,-1
225,156,125,1
221,169,130,1
231,179,165,1
138,182,183,-1
69,128,126,-1
205,151,113,1
203,138,100,1
0,4,4,-1
120,170,171,-1
89,104,133,-1
183,112,50,1
221,159,146,1
224,152,104,1
5,15,14,-1
30,79,76,-1
171,118,112,1
15,51,51,-1
118,168,169,-1
198,129,100,1
193,206,222,-1
15,51,49,-1
241,188,172,1
125,173,175,-1
38,84,82,-1
39,41,40,-1
208,50,75,-1
135,180,183,-1
133,181,181,-1
158,198,198,-1
5,15,14,-1
32,68,68,-1
101,97,111,-1
52,110,111,-1
114,164,165,-1
116,165,169,-1
117,165,165,-1
155,193,194,-1
0,8,90,-1
10,19,16,-1
120,168,172,-1
158,198,198,-1
109,163,165,-1
72,0,4,-1
113,158,155,-1
114,164,165,-1
86,137,138,-1
24,60,56,-1
31,45,46,-1
177,122,119,1
55,113,114,-1
43,45,44,-1
48,48,74,-1
131,175,178,-1
152,18,0,-1
161,82,147,-1
129,162,155,-1
137,178,182,-1
51,77,76,-1
78,132,134,-1
163,201,202,-1
131,131,131,-1
250,255,254,-1
55,75,74,-1
99,110,228,-1
133,177,178,-1
44,46,45,-1
28,78,77,-1
135,179,182,-1
134,182,182,-1
162,197,199,-1
103,133,1,-1
128,181,175,-1
138,179,181,-1
12,170,15,-1
183,178,174,-1
221,159,122,1
214,155,125,1
135,72,54,1
167,201,202,-1
126,160,159,-1
63,121,122,-1
137,90,48,1
114,163,167,-1
162,200,201,-1
132,176,179,-1
118,163,166,-1
92,143,146,-1
177,110,42,1
123,129,65,-1
130,174,177,-1
116,126,125,-1
132,178,178,-1
133,178,181,-1
84,129,124,-1
40,81,83,-1
3,9,9,-1
41,55,29,-1
159,197,198,-1
163,197,198,-1
221,169,129,1
119,167,167,-1
131,177,175,-1
1,1,1,-1
140,185,188,-1
129,177,179,-1
0,128,255,-1
125,172,182,-1
25,69,68,-1
21,55,54,-1
115,163,167,-1
7,21,22,-1
112,163,164,-1
25,71,69,-1
218,151,108,1
223,153,101,1
128,172,173,-1
128,176,178,-1
0,13,14,-1
229,165,121,1
47,105,106,-1
255,195,158,1
32,78,76,-1
0,0,0,-1
224,165,125,1
135,180,185,-1
156,104,64,1
18,54,54,-1
136,186,187,-1
129,177,179,-1
55,113,114,-1
28,74,72,-1
135,179,180,-1
134,174,186,-1
97,136,135,-1
112,163,164,-1
137,186,191,-1
223,150,99,1
223,171,132,1
162,109,105,1
119,170,171,-1
159,197,198,-1
162,200,201,-1
2,181,1,-1
29,78,75,-1
22,72,73,-1
118,157,154,-1
162,200,201,-1
208,127,84,1
232,226,214,-1
158,182,182,-1
192,197,130,-1
255,255,0,-1
30,81,84,-1
195,123,64,1
168,84,136,-1
17,53,53,-1
27,73,71,-1
120,168,172,-1
128,0,255,-1
55,113,114,-1
199,138,107,1
114,164,165,-1
3,7,8,-1
184,129,126,1
6,12,8,-1
124,176,174,-1
19,55,53,-1
136,97,68,1
188,0,0,-1
20,60,59,-1
37,69,30,-1
130,130,130,-1
239,191,169,1
163,198,200,-1
96,137,133,-1
169,203,205,-1
129,173,176,-1
193,120,191,-1
0,36,38,-1
11,47,45,-1
19,37,21,-1
27,43,42,-1
21,60,55,-1
7,62,103,-1
1,1,3,-1
254,190,152,1
128,176,178,-1
86,142,141,-1
119,170,171,-1
25,71,69,-1
142,183,185,-1
89,134,127,-1
123,123,123,-1
100,109,226,-1
250,251,246,-1
89,139,138,-1
135,179,182,-1
125,170,173,-1
222,148,101,1
146,181,183,-1
119,168,165,-1
223,154,121,1
153,182,180,-1
250,251,246,-1
168,202,204,-1
201,142,98,1
188,120,57,1
127,162,158,-1
126,161,157,-1
224,171,157,1
134,178,165,-1
97,153,154,-1
25,55,55,-1
95,144,141,-1
80,34,107,-1
133,181,183,-1
232,163,132,1
11,37,36,-1
218,141,95,1
220,147,94,1
104,158,160,-1
4,14,15,-1
25,69,68,-1
141,183,182,-1
226,232,232,-1
118,159,155,-1
115,163,165,-1
42,93,94,-1
159,199,199,-1
132,178,178,-1
132,180,182,-1
71,129,130,-1
226,177,162,1
113,163,164,-1
231,189,173,1
156,103,97,1
145,185,187,-1
163,77,164,-1
117,112,109,-1
105,95,93,-1
101,157,158,-1
161,114,124,-1
122,172,173,-1
113,164,165,-1
0,3,0,-1
122,172,173,-1
136,180,183,-1
136,181,186,-1
141,166,170,-1
130,178,180,-1
97,155,156,-1
28,74,72,-1
157,195,196,-1
127,175,177,-1
159,199,199,-1
113,115,110,-1
33,35,34,-1
127,161,170,-1
0,128,0,-1
218,167,150,1
114,159,156,-1
0,10,92,-1
115,163,165,-1
16,62,62,-1
0,6,6,-1
196,171,6,-1
120,161,157,-1
80,136,137,-1
126,175,179,-1
180,74,76,-1
109,160,161,-1
114,164,163,-1
102,161,159,-1
252,188,150,1
255,255,255,-1
122,136,235,-1
154,91,40,1
255,105,40,-1
212,89,144,-1
93,142,139,-1
156,194,195,-1
255,46,90,-1
223,153,101,1
255,218,209,1
0,190,0,-1
20,54,53,-1
92,137,134,-1
164,199,201,-1
131,167,165,-1
117,167,168,-1
102,153,154,-1
166,197,199,-1
76,126,123,-1
251,193,153,1
23,68,63,-1
158,193,195,-1
131,177,177,-1
148,186,187,-1
109,158,155,-1
106,152,149,-1
212,78,53,-1
19,63,62,-1
135,77,63,1
140,93,51,1
21,57,53,-1
38,92,94,-1
195,0,0,-1
135,179,180,-1
162,200,201,-1
16,52,50,-1
140,91,86,1
22,56,55,-1
32,82,79,-1
25,71,69,-1
99,145,142,-1
225,182,166,1
131,176,182,-1
119,164,167,-1
123,172,176,-1
7,33,32,-1
146,186,188,-1
52,79,46,-1
26,65,62,-1
142,84,70,1
126,174,176,-1
186,120,59,1
224,48,71,-1
22,61,56,-1
163,197,199,-1
23,62,57,-1
212,25,54,-1
172,114,102,1
13,47,93,-1
23,63,63,-1
28,158,112,-1
32,58,21,-1
175,118,63,1
90,139,136,-1
60,106,106,-1
79,93,42,-1
223,223,223,-1
88,138,137,-1
100,152,150,-1
122,172,173,-1
137,178,180,-1
255,0,0,-1
198,142,109,1
114,163,167,-1
122,172,173,-1
232,167,137,1
8,34,33,-1
162,200,201,-1
82,74,123,-1
122,161,158,-1
24,23,91,-1
166,63,66,-1
133,177,180,-1
218,160,122,1
119,169,170,-1
121,171,172,-1
209,156,112,1
187,119,82,1
19,63,62,-1
127,162,158,-1
22,56,55,-1
135,171,171,-1
162,200,201,-1
151,145,133,-1
27,63,61,-1
128,176,178,-1
157,103,57,1
16,85,80,-1
163,198,200,-1
25,69,68,-1
234,181,167,1
226,236,246,-1
134,178,181,-1
102,141,172,-1
157,160,165,-1
12,18,18,-1
115,166,167,-1
118,166,170,-1
11,123,15,-1
142,89,47,1
19,53,52,-1
132,177,180,-1
158,198,198,-1
212,150,111,1
123,171,175,-1
111,161,162,-1
133,178,181,-1
138,134,133,-1
22,56,55,-1
228,177,160,1
7,41,40,-1
86,133,127,-1
217,146,102,1
0,12,12,-1
97,147,146,-1
201,240,245,-1
104,131,2,-1
135,179,180,-1
251,187,149,1
205,152,112,1
221,177,140,1
70,123,127,-1
125,171,169,-1
3,13,15,-1
175,113,56,1
111,157,155,-1
36,91,85,-1
155,195,197,-1
132,177,180,-1
25,69,68,-1
233,168,148,1
224,178,144,1
125,161,157,-1
210,50,74,-1
36,87,90,-1
2,13,15,-1
113,159,156,-1
127,181,158,-1
237,191,176,1
128,176,178,-1
160,205,162,-1
21,55,54,-1
236,183,169,1
5,34,32,-1
122,172,173,-1
26,68,66,-1
117,167,164,-1
222,153,124,1
89,145,146,-1
120,171,175,-1
213,54,86,-1
62,156,60,-1
129,174,177,-1
46,69,224,-1
242,171,153,-1
109,159,158,-1
131,175,178,-1
120,168,170,-1
215,141,92,1
131,176,179,-1
53,109,110,-1
3,7,6,-1
112,162,163,-1
122,170,172,-1
117,165,167,-1
126,87,80,1
227,173,161,1
214,143,147,-1
223,147,97,1
32,157,117,-1
41,99,100,-1
185,249,255,-1
134,178,181,-1
162,197,199,-1
220,163,134,1
199,141,101,1
255,195,159,1
105,123,147,-1
138,182,185,-1
117,166,171,-1
110,161,164,-1
170,204,205,-1
117,165,165,-1
129,177,179,-1
127,162,158,-1
133,178,181,-1
203,53,82,-1
192,150,16,-1
214,160,122,1
143,182,189,-1
173,0,4,-1
5,9,10,-1
223,153,104,1
132,176,179,-1
233,172,153,1
9,35,34,-1
24,64,63,-1
129,174,177,-1
132,176,179,-1
106,94,108,-1
131,175,178,-1
214,146,147,-1
2,2,2,-1
153,92,99,-1
158,199,201,-1
23,57,58,-1
144,101,58,1
9,44,40,-1
222,158,123,1
136,180,183,-1
156,93,42,1
88,130,128,-1
32,41,24,-1
162,200,201,-1
131,175,178,-1
126,81,75,1
216,146,95,1
1,12,6,-1
137,178,182,-1
254,186,149,1
171,147,119,1
223,171,134,1
132,177,180,-1
228,161,132,1
127,162,158,-1
137,178,180,-1
162,195,200,-1
130,178,180,-1
115,163,165,-1
152,194,193,-1
29,78,75,-1
124,6,118,-1
230,166,157,1
124,163,160,-1
112,162,163,-1
78,215,233,-1
144,107,78,1
236,190,175,1
123,162,159,-1
250,250,248,-1
187,122,58,1
187,123,61,1
219,142,96,1
116,166,165,-1
123,162,159,-1
130,178,178,-1
219,153,121,1
141,94,48,1
165,200,202,-1
15,54,51,-1
255,194,157,1
129,129,129,-1
254,194,157,1
255,109,55,-1
122,164,162,-1
2,8,8,-1
132,180,182,-1
25,69,68,-1
222,21,53,-1
22,56,55,-1
124,174,175,-1
125,164,161,-1
247,68,90,-1
132,180,182,-1
231,197,162,1
26,40,40,-1
111,159,159,-1
167,124,108,1
56,114,115,-1
162,186,186,-1
0,3,0,-1
89,139,136,-1
162,200,201,-1
138,179,183,-1
143,183,183,-1
119,170,171,-1
183,118,62,1
22,57,53,-1
121,171,172,-1
19,162,142,-1
152,192,194,-1
163,201,202,-1
126,174,176,-1
171,116,113,1
99,155,156,-1
114,165,166,-1
222,150,102,1
248,228,107,-1
84,138,140,-1
0,1,0,-1
215,140,98,1
161,196,198,-1
11,45,44,-1
215,147,108,1
168,202,239,-1
23,48,19,-1
130,176,176,-1
156,95,100,-1
134,86,63,1
129,165,163,-1
126,174,176,-1
140,182,181,-1
115,163,163,-1
255,0,255,-1
255,255,255,-1
106,152,149,-1
249,207,193,1
160,195,197,-1
160,195,197,-1
249,184,144,1
122,153,148,-1
183,204,87,-1
252,212,202,1
191,207,222,-1
252,189,148,1
227,160,143,1
225,180,139,1
101,152,155,-1
0,0,2,-1
220,172,126,1
162,200,201,-1
127,172,175,-1
189,115,78,1
13,49,49,-1
134,178,181,-1
231,183,171,1
3,3,5,-1
54,76,74,-1
123,157,158,-1
37,79,77,-1
217,164,133,1
5,14,19,-1
214,160,122,1
189,135,133,1
114,162,162,-1
205,151,113,1
25,74,71,-1
124,169,172,-1
131,175,178,-1
90,132,130,-1
2,17,20,-1
235,169,147,1
48,106,107,-1
162,197,199,-1
34,109,140,-1
205,146,112,1
21,60,55,-1
121,171,172,-1
139,183,184,-1
129,174,177,-1
220,144,95,1
30,80,77,-1
241,170,152,1
159,199,199,-1
23,59,55,-1
181,131,98,1
135,181,181,-1
109,157,159,-1
152,189,233,-1
29,80,83,-1
206,143,30,-1
25,71,69,-1
228,171,162,1
183,6,14,-1
223,217,219,-1
133,181,181,-1
0,5,8,-1
44,46,45,-1
131,179,181,-1
34,84,83,-1
162,197,201,-1
113,161,163,-1
134,178,179,-1
225,154,100,1
1,36,68,-1
